,project,package,class,refactoring,rminer.output,rminer.count,refdiff.output,refdiff.count
200,google-maps-services-java,com.google.maps.metrics,OpenCensusRequestMetrics,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD",4
201,google-maps-services-java,com.google.maps.metrics,OpenCensusRequestMetricsReporter,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",2
202,google-maps-services-java,com.google.maps.metrics,RequestMetrics,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
203,google-maps-services-java,com.google.maps.metrics,RequestMetricsReporter,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
204,google-maps-services-java,com.google.maps.model,AddressComponentType,ExtractInterface,"CHANGE_ATTRIBUTE_TYPE,EXTRACT_INTERFACE",2,"PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",3
205,google-maps-services-java,com.google.maps.model,AddressType,ExtractInterface,"CHANGE_ATTRIBUTE_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_ATTRIBUTE_TYPE,EXTRACT_INTERFACE",4,"PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",4
206,google-maps-services-java,com.google.maps.model,AutocompleteStructuredFormatting,ExtractInterface,EXTRACT_INTERFACE,1,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",2
207,google-maps-services-java,com.google.maps.model,Bounds,ExtractInterface,"CHANGE_ATTRIBUTE_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_ATTRIBUTE_TYPE,EXTRACT_INTERFACE",4,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",2
208,google-maps-services-java,com.google.maps.model,CellTower,ExtractInterface,"CHANGE_PARAMETER_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_PARAMETER_TYPE,EXTRACT_INTERFACE",6,"CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,EXTRACT_INTERFACE",5
209,google-maps-services-java,com.google.maps.model,ComponentFilter,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",3,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",3
210,google-maps-services-java,com.google.maps.model,DirectionsStep,ExtractInterface,"CHANGE_ATTRIBUTE_TYPE,EXTRACT_INTERFACE",2,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",2
211,google-maps-services-java,com.google.maps.model,Distance,ExtractInterface,"CHANGE_ATTRIBUTE_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_ATTRIBUTE_TYPE,EXTRACT_INTERFACE",4,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",2
212,google-maps-services-java,com.google.maps.model,DistanceMatrixElementStatus,ExtractInterface,"CHANGE_ATTRIBUTE_TYPE,EXTRACT_INTERFACE",2,EXTRACT_INTERFACE,1
213,google-maps-services-java,com.google.maps.model,Duration,ExtractInterface,"CHANGE_ATTRIBUTE_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_ATTRIBUTE_TYPE,EXTRACT_INTERFACE",6,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",2
214,google-maps-services-java,com.google.maps.model,EncodedPolyline,ExtractInterface,"CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_VARIABLE_TYPE,EXTRACT_INTERFACE",8,"PULL_UP_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD",7
215,google-maps-services-java,com.google.maps.model,EnumsTest,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",4
216,google-maps-services-java,com.google.maps.model,Fare,ExtractInterface,"CHANGE_ATTRIBUTE_TYPE,CHANGE_ATTRIBUTE_TYPE,EXTRACT_INTERFACE",3,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",2
217,google-maps-services-java,com.google.maps.model,GeocodedWaypointStatus,ExtractInterface,"CHANGE_ATTRIBUTE_TYPE,EXTRACT_INTERFACE",2,EXTRACT_INTERFACE,1
218,google-maps-services-java,com.google.maps.model,GeolocationPayload,ExtractInterface,EXTRACT_INTERFACE,1,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",2
219,google-maps-services-java,com.google.maps.model,LatLngAssert,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
220,google-maps-services-java,com.google.maps.model,LocationType,ExtractInterface,"CHANGE_ATTRIBUTE_TYPE,EXTRACT_INTERFACE",2,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",2
221,google-maps-services-java,com.google.maps.model,Photo,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",2
222,google-maps-services-java,com.google.maps.model,PlaceAutocompleteType,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",3
223,google-maps-services-java,com.google.maps.model,PlaceIdScope,ExtractInterface,"CHANGE_ATTRIBUTE_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_ATTRIBUTE_TYPE,EXTRACT_INTERFACE",4,EXTRACT_INTERFACE,1
224,google-maps-services-java,com.google.maps.model,PlaceType,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",3
225,google-maps-services-java,com.google.maps.model,PlacesSearchResult,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",2
226,google-maps-services-java,com.google.maps.model,PlusCode,ExtractInterface,"CHANGE_ATTRIBUTE_TYPE,CHANGE_ATTRIBUTE_TYPE,EXTRACT_INTERFACE",3,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",2
227,google-maps-services-java,com.google.maps.model,PriceLevel,ExtractInterface,"CHANGE_ATTRIBUTE_TYPE,EXTRACT_INTERFACE",2,"PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",3
228,google-maps-services-java,com.google.maps.model,RankBy,ExtractInterface,EXTRACT_INTERFACE,1,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD",3
229,google-maps-services-java,com.google.maps.model,Size,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",3
230,google-maps-services-java,com.google.maps.model,StopDetails,ExtractInterface,"CHANGE_ATTRIBUTE_TYPE,CHANGE_ATTRIBUTE_TYPE,EXTRACT_INTERFACE",3,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",2
231,google-maps-services-java,com.google.maps.model,TrafficModel,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",3
232,google-maps-services-java,com.google.maps.model,TransitAgency,ExtractInterface,"CHANGE_ATTRIBUTE_TYPE,EXTRACT_INTERFACE",2,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",2
233,google-maps-services-java,com.google.maps.model,TransitDetails,ExtractInterface,"CHANGE_ATTRIBUTE_TYPE,EXTRACT_INTERFACE",2,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",2
234,google-maps-services-java,com.google.maps.model,TransitLine,ExtractInterface,"CHANGE_ATTRIBUTE_TYPE,EXTRACT_INTERFACE",2,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",2
235,google-maps-services-java,com.google.maps.model,TransitMode,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",3
236,google-maps-services-java,com.google.maps.model,TransitRoutingPreference,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",3
237,google-maps-services-java,com.google.maps.model,TravelMode,ExtractInterface,"CHANGE_ATTRIBUTE_TYPE,EXTRACT_INTERFACE",2,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",3
238,google-maps-services-java,com.google.maps.model,Unit,ExtractInterface,EXTRACT_INTERFACE,1,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD",3
239,google-maps-services-java,com.google.maps.model,Vehicle,ExtractInterface,"CHANGE_ATTRIBUTE_TYPE,EXTRACT_INTERFACE",2,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",2
240,google-maps-services-java,com.google.maps.model,VehicleType,ExtractInterface,"CHANGE_ATTRIBUTE_TYPE,EXTRACT_INTERFACE",2,EXTRACT_INTERFACE,1
241,google-maps-services-java,com.google.maps.model,WifiAccessPoint,ExtractInterface,"CHANGE_PARAMETER_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_VARIABLE_TYPE,EXTRACT_INTERFACE",7,"PULL_UP_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,EXTRACT_INTERFACE,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD",5
242,google-maps-services-java,com.google.maps.internal.ratelimiter,LongMath,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
243,google-maps-services-java,com.google.maps.internal.ratelimiter,Platform,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
244,google-maps-services-java,com.google.maps.internal.ratelimiter,Preconditions,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
245,google-maps-services-java,com.google.maps.internal.ratelimiter,RateLimiter,ExtractInterface,"CHANGE_ATTRIBUTE_TYPE,CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,EXTRACT_INTERFACE",8,"PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD",10
246,google-maps-services-java,com.google.maps.internal.ratelimiter,SmoothRateLimiter,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
247,google-maps-services-java,com.google.maps.internal.ratelimiter,Stopwatch,ExtractInterface,"CHANGE_VARIABLE_TYPE,CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",9,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD",7
248,google-maps-services-java,com.google.maps.internal.ratelimiter,Ticker,ExtractInterface,"CHANGE_ATTRIBUTE_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_RETURN_TYPE,CHANGE_ATTRIBUTE_TYPE,EXTRACT_INTERFACE",7,"CHANGE_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,EXTRACT_INTERFACE",5
249,spring-boot-actuator,org.springframework.boot.actuate.amqp,RabbitHealthIndicator,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
250,spring-boot-actuator,org.springframework.boot.actuate.amqp,RabbitHealthIndicatorTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
251,spring-boot-actuator,org.springframework.boot.actuate.metrics.amqp,RabbitMetrics,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",2
252,spring-boot-actuator,org.springframework.boot.actuate.metrics.amqp,RabbitMetricsTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
253,spring-boot-actuator,org.springframework.boot.actuate.endpoint.annotation,AbstractDiscoveredOperation,ExtractInterface,EXTRACT_INTERFACE,1,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD",5
254,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.annotation,BaseConfiguration,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
255,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.annotation,ControllerEndpointDiscoverer,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",4,EXTRACT_INTERFACE,1
256,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.annotation,ControllerEndpointDiscovererTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
257,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.annotation,ControllerEndpointFilter,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
258,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.annotation,ControllerEndpointsSupplier,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
259,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.annotation,DiscoveredControllerEndpoint,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",3
260,spring-boot-actuator,org.springframework.boot.actuate.endpoint.jmx.annotation,DiscoveredJmxEndpoint,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
261,spring-boot-actuator,org.springframework.boot.actuate.endpoint.jmx.annotation,DiscoveredJmxOperation,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",5
262,spring-boot-actuator,org.springframework.boot.actuate.endpoint.jmx.annotation,DiscoveredJmxOperationTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
263,spring-boot-actuator,org.springframework.boot.actuate.endpoint.annotation,DiscoveredOperationMethod,ExtractInterface,"CHANGE_PARAMETER_TYPE,CHANGE_VARIABLE_TYPE,EXTRACT_INTERFACE",3,"CHANGE_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",3
264,spring-boot-actuator,org.springframework.boot.actuate.endpoint.annotation,DiscoveredOperationMethodTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
265,spring-boot-actuator,org.springframework.boot.actuate.endpoint.annotation,DiscoveredOperationsFactoryTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
266,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.annotation,DiscoveredServletEndpoint,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",3
267,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.annotation,DiscoveredWebEndpoint,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",2
268,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.annotation,DiscoveredWebOperation,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD",4
269,spring-boot-actuator,org.springframework.boot.actuate.endpoint.annotation,DiscovererEndpointFilter,ExtractInterface,EXTRACT_INTERFACE,1,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",2
270,spring-boot-actuator,org.springframework.boot.actuate.endpoint.annotation,DiscovererEndpointFilterTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
271,spring-boot-actuator,org.springframework.boot.actuate.endpoint.annotation,EndpointDiscovererTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
272,spring-boot-actuator,org.springframework.boot.actuate.endpoint.jmx.annotation,JmxEndpointDiscoverer,ExtractInterface,"CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",2,EXTRACT_INTERFACE,1
273,spring-boot-actuator,org.springframework.boot.actuate.endpoint.jmx.annotation,JmxEndpointDiscovererTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
274,spring-boot-actuator,org.springframework.boot.actuate.endpoint.jmx.annotation,JmxEndpointFilter,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
275,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.annotation,RequestPredicateFactory,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
276,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.annotation,RequestPredicateFactoryTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
277,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.annotation,ServletEndpointDiscoverer,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",3,EXTRACT_INTERFACE,1
278,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.annotation,ServletEndpointDiscovererTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
279,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.annotation,ServletEndpointFilter,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
280,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.annotation,WebEndpointDiscoverer,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",5,EXTRACT_INTERFACE,1
281,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.annotation,WebEndpointDiscovererTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
282,spring-boot-actuator,org.springframework.boot.actuate.endpoint.web.annotation,WebEndpointFilter,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
283,spring-boot-actuator,org.springframework.boot.actuate.audit,AuditEvent,ExtractInterface,"CHANGE_PARAMETER_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,EXTRACT_INTERFACE",6,"PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD",7
284,spring-boot-actuator,org.springframework.boot.actuate.audit,AuditEventRepository,ExtractInterface,"CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",2,EXTRACT_INTERFACE,1
285,spring-boot-actuator,org.springframework.boot.actuate.audit,AuditEventTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
286,spring-boot-actuator,org.springframework.boot.actuate.audit,AuditEventsEndpoint,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",5,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",2
287,spring-boot-actuator,org.springframework.boot.actuate.audit,AuditEventsEndpointTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
288,spring-boot-actuator,org.springframework.boot.actuate.audit,AuditEventsEndpointWebIntegrationTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
289,spring-boot-actuator,org.springframework.boot.actuate.audit,InMemoryAuditEventRepository,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",4,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD",4
290,spring-boot-actuator,org.springframework.boot.actuate.audit,InMemoryAuditEventRepositoryTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
291,spring-boot-actuator,org.springframework.boot.actuate.availability,AvailabilityStateHealthIndicator,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
292,spring-boot-actuator,org.springframework.boot.actuate.availability,AvailabilityStateHealthIndicatorTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
293,spring-boot-actuator,org.springframework.boot.actuate.availability,LivenessStateHealthIndicator,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",3,EXTRACT_INTERFACE,1
294,spring-boot-actuator,org.springframework.boot.actuate.availability,LivenessStateHealthIndicatorTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
295,spring-boot-actuator,org.springframework.boot.actuate.availability,ReadinessStateHealthIndicator,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",3,EXTRACT_INTERFACE,1
296,spring-boot-actuator,org.springframework.boot.actuate.availability,ReadinessStateHealthIndicatorTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
297,spring-boot-actuator,org.springframework.boot.actuate.beans,BeansEndpoint,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",4,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",2
298,spring-boot-actuator,org.springframework.boot.actuate.beans,BeansEndpointTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
299,spring-boot-actuator,org.springframework.boot.actuate.metrics.cache,CacheMetricsRegistrar,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_PARAMETER_TYPE,EXTRACT_INTERFACE",7,"EXTRACT_INTERFACE,CHANGE_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD",3
300,spring-boot-actuator,org.springframework.boot.actuate.metrics.cache,CacheMetricsRegistrarTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
301,spring-boot-actuator,org.springframework.boot.actuate.cache,CachesEndpoint,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_RETURN_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_ATTRIBUTE_TYPE,CHANGE_PARAMETER_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_VARIABLE_TYPE,CHANGE_RETURN_TYPE,CHANGE_PARAMETER_TYPE,EXTRACT_INTERFACE",22,"PULL_UP_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,CHANGE_SIGNATURE_METHOD",9
302,spring-boot-actuator,org.springframework.boot.actuate.cache,CachesEndpointTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
303,spring-boot-actuator,org.springframework.boot.actuate.cache,CachesEndpointWebExtension,ExtractInterface,"CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",4,"PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",3
304,spring-boot-actuator,org.springframework.boot.actuate.cache,CachesEndpointWebIntegrationTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
305,spring-boot-actuator,org.springframework.boot.actuate.endpoint.invoker.cache,CachingOperationInvoker,ExtractInterface,EXTRACT_INTERFACE,1,"PULL_UP_SIGNATURE_METHOD,PULL_UP_SIGNATURE_METHOD,EXTRACT_INTERFACE",3
306,spring-boot-actuator,org.springframework.boot.actuate.endpoint.invoker.cache,CachingOperationInvokerAdvisor,ExtractInterface,"CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",2,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",2
307,spring-boot-actuator,org.springframework.boot.actuate.endpoint.invoker.cache,CachingOperationInvokerTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
308,spring-boot-actuator,org.springframework.boot.actuate.metrics.cache,CaffeineCacheMeterBinderProvider,ExtractInterface,"CHANGE_RETURN_TYPE,EXTRACT_INTERFACE",2,"EXTRACT_INTERFACE,PULL_UP_SIGNATURE_METHOD",2
309,spring-boot-actuator,org.springframework.boot.actuate.metrics.cache,CaffeineCacheMeterBinderProviderTests,ExtractInterface,EXTRACT_INTERFACE,1,EXTRACT_INTERFACE,1
